卡牌ID,卡牌名（日文）,卡牌名（中文）,扩展标记,收藏编号,进化阶段/卡牌种类,规则,特殊分类,进化前,HP,属性,弱点,抵抗力,撤退费用,招式/特性名,费用,伤害,效果说明
1026,エンニュートex,焰后蜥ex,M3,016/080,宝可梦/1阶进化,ex,无,夜盗火蜥,260,火,水,无,1,无,火,无,自己的牌库从任意卡牌最多2张选择，加入手牌。然后洗牌库。
1026,エンニュートex,焰后蜥ex,M3,016/080,宝可梦/1阶进化,ex,无,夜盗火蜥,260,火,水,无,1,夫艾伊塔鲁内伊鲁,火火,100,对手的战斗宝可梦【其中毒】和【灼伤】。这宝可梦备战区宝可梦和互换。
1027,バクガメス,爆焰龟兽,M3,017/080,宝可梦/基础,无,无,无,120,火,水,无,2,[特性]的托盖,无,无,这宝可梦，战斗场在对手的宝可梦从招式的伤害受到时，招式使用过宝可梦附有能量1个选择，弃牌区。
1027,バクガメス,爆焰龟兽,M3,017/080,宝可梦/基础,无,无,无,120,火,水,无,2,热吐息,火火●,80,硬币1次掷正面的话，80点伤害追加。
1028,パウワウ,小海狮,M3,018/080,宝可梦/基础,无,无,无,80,水,雷,无,2,水,水,10,无
1028,パウワウ,小海狮,M3,018/080,宝可梦/基础,无,无,无,80,水,雷,无,2,飞溅,水水,30,无
1029,ジュゴン,白海狮,M3,019/080,宝可梦/1阶进化,无,无,小海狮,130,水,雷,无,2,[特性],无,无,自己的番何次在也可以使用。自己的备战区宝可梦附有【水】能量1个选择，战斗宝可梦改附。
1029,ジュゴン,白海狮,M3,019/080,宝可梦/1阶进化,无,无,小海狮,130,水,雷,无,2,飞溅,水水,60,无
1030,ヒトデマン,海星星,M3,020/080,宝可梦/基础,无,无,无,70,水,雷,无,1,水枪,水,20,无
1031,メガスターミーex,超级宝石海星ex,M3,021/080,宝可梦/1阶进化,超级进化ex,无,海星星,330,水,雷,无,2,喷射布洛-,水,120,对手的备战区宝可梦1只也对，50点伤害。［备战区弱点・抵抗力不计算。］
1031,メガスターミーex,超级宝石海星ex,M3,021/080,宝可梦/1阶进化,超级进化ex,无,海星星,330,水,雷,无,2,内比尤拉光束,●●●,210,这招式的伤害，弱点・抵抗力和，对手的战斗宝可梦效果不计算。
1032,アマルス,冰雪龙,M3,022/080,宝可梦/1阶进化,无,无,古旧鳍之化石,100,水,钢,无,3,无,水●,50,对手的战斗宝可梦【睡眠】。
1033,アマルルガ,冰雪巨龙,M3,023/080,宝可梦/2阶进化,无,无,冰雪龙,170,水,钢,无,3,[特性]兹恩多拉乌欧-鲁,无,无,这宝可梦期间，【水】能量附有自己的宝可梦全員，对手的宝可梦从受到招式的伤害「-50」。这个特性的效果不叠加。
1033,アマルルガ,冰雪巨龙,M3,023/080,宝可梦/2阶进化,无,无,冰雪龙,170,水,钢,无,3,带有,水水●,150,下一个对手的次合，这个招式受到宝可梦，招式不能使用。
1034,ボルケニオン,波尔凯尼恩,M3,024/080,宝可梦/基础,无,无,无,130,水,雷,无,3,无,水●,50,无
1034,ボルケニオン,波尔凯尼恩,M3,024/080,宝可梦/基础,无,无,无,130,水,雷,无,3,帕瓦夫鲁斯奇-姆,水水●,90×,这宝可梦附有【水】能量的数份掷硬币，正面的数×90点伤害。
1035,コリンク,小猫怪,M3,025/080,宝可梦/基础,无,无,无,70,雷,斗,无,1,达布鲁,雷,10×,硬币2次掷，正面的数×10点伤害。
1036,ルクシオ,勒克猫,M3,026/080,宝可梦/1阶进化,无,无,小猫怪,90,雷,斗,无,1,[特性]和的,无,无,对手的战斗宝可梦「宝可梦【ex】」的话，这宝可梦，自己的最初次合、，刚放出的番在也可以进化。
1036,ルクシオ,勒克猫,M3,026/080,宝可梦/1阶进化,无,无,小猫怪,90,雷,斗,无,1,巴奇巴奇,雷●,40,无
1037,レントラー,伦琴猫,M3,027/080,宝可梦/2阶进化,无,无,勒克猫,150,雷,斗,无,无,无,雷●,70×,自己已经和奖赏卡的张数×70点伤害。
1037,レントラー,伦琴猫,M3,027/080,宝可梦/2阶进化,无,无,勒克猫,150,雷,斗,无,无,斯托洛恩古博鲁托,雷●●,200,这宝可梦附有能量2个选择，弃牌区。
1038,デデンネ,咚咚鼠,M3,028/080,宝可梦/基础,无,无,无,70,雷,斗,无,1,在,雷,无,对手的宝可梦全員附有能量的数份最多，自己的弃牌区从「基本【雷】能量」选择，自己的【雷】宝可梦以任意方式附上。
1038,デデンネ,咚咚鼠,M3,028/080,宝可梦/基础,无,无,无,70,雷,斗,无,1,电击,雷●,30,硬币1次掷正面的话，对手的战斗宝可梦【麻痹】。
1039,ピッピ,皮皮,M3,029/080,宝可梦/基础,无,无,无,70,超,钢,无,1,这和,超,无,对手的备战区宝可梦1只选择，战斗宝可梦和互换。
1039,ピッピ,皮皮,M3,029/080,宝可梦/基础,无,无,无,70,超,钢,无,1,跳跃乱撞,超超,30,无
1040,メガピクシーex,超级皮可西ex,M3,030/080,宝可梦/1阶进化,超级进化ex,无,皮皮,320,超,钢,无,1,[特性]的,无,无,这宝可梦，对手的宝可梦从特性的效果不受。
1040,メガピクシーex,超级皮可西ex,M3,030/080,宝可梦/1阶进化,超级进化ex,无,皮皮,320,超,钢,无,1,希尤-特伊恩古月,超超,120,可以选择，自己的手牌从能量最多4张弃牌区，该张数×40点伤害追加。
1041,クチート,大嘴娃,M3,031/080,宝可梦/基础,无,无,无,110,超,钢,无,2,达布鲁伊-塔-,超●,60×,自己的手牌从能量最多2张弃牌区，该张数×60点伤害。
1042,ニャスパー,妙喵,M3,032/080,宝可梦/基础,无,无,无,60,超,恶,斗,1,和、,●,无,这宝可梦的HP「20」恢复。
1042,ニャスパー,妙喵,M3,032/080,宝可梦/基础,无,无,无,60,超,恶,斗,1,踩踏,超,10,无
1043,ニャオニクス,超能妙喵,M3,033/080,宝可梦/1阶进化,无,无,妙喵,100,超,恶,斗,1,无,超,无,对手的战斗宝可梦【混乱】。
1043,ニャオニクス,超能妙喵,M3,033/080,宝可梦/1阶进化,无,无,妙喵,100,超,恶,斗,1,精神强念,超,30,对手的战斗宝可梦附有能量的数×30点伤害追加。
1044,シュシュプ,粉香香,M3,034/080,宝可梦/基础,无,无,无,70,超,钢,无,1,无,●,无,自己的宝可梦1只的HP「30」恢复。
1044,シュシュプ,粉香香,M3,034/080,宝可梦/基础,无,无,无,70,超,钢,无,1,撞击,超,10,无
1045,フレフワン,芳香精,M3,035/080,宝可梦/1阶进化,无,无,粉香香,120,超,钢,无,1,[特性],无,无,自己的番1次可以使用。自己的牌库从「基本【超】能量」最多2张选择，给对手查看，加入手牌。然后洗牌库。
1045,フレフワン,芳香精,M3,035/080,宝可梦/1阶进化,无,无,粉香香,120,超,钢,无,1,多光线恩基斯,超●,50,这宝可梦的HP「30」恢复。
1046,ノズパス,朝北鼻,M3,036/080,宝可梦/基础,无,无,无,90,斗,草,无,3,无,斗斗,40,无
1047,ダイノーズ,大朝北鼻,M3,037/080,宝可梦/1阶进化,无,无,朝北鼻,140,斗,草,无,3,无,斗斗,60,无
1047,ダイノーズ,大朝北鼻,M3,037/080,宝可梦/1阶进化,无,无,朝北鼻,140,斗,草,无,3,诺-兹博恩巴-,斗斗斗●,260,这宝可梦附有能量3个选择，弃牌区。
1048,ヒポポタス,怪河马,M3,038/080,宝可梦/基础,无,无,无,100,斗,草,无,4,无,斗,10,下一个对手的次合，这个招式受到宝可梦使用招式时，对手硬币1次掷。反面的话该招式失败。
1048,ヒポポタス,怪河马,M3,038/080,宝可梦/基础,无,无,无,100,斗,草,无,4,咬住,斗●●,60,无
1049,カバルドン,河马兽,M3,039/080,宝可梦/1阶进化,无,无,怪河马,150,斗,草,无,4,无,斗斗●,80,这个次合，手牌从「塔拉贡」放出使用过的话，对手的牌库从上方3张弃牌区。
1049,カバルドン,河马兽,M3,039/080,宝可梦/1阶进化,无,无,怪河马,150,斗,草,无,4,赫比-冲击,斗斗●●,130,无
1050,ランドロス,土地云,M3,040/080,宝可梦/基础,无,无,无,120,斗,草,无,1,和,斗斗,50,这招式的伤害抵抗力不计算。
1050,ランドロス,土地云,M3,040/080,宝可梦/基础,无,无,无,120,斗,草,无,1,斯库利尤-拳击,斗斗●,120,这宝可梦附有能量1个选择，手牌放次。
1051,カメテテ,龟脚脚,M3,041/080,宝可梦/基础,无,无,无,80,斗,草,无,2,达布鲁抽牌,斗,无,自己的牌库2张抽牌。
1051,カメテテ,龟脚脚,M3,041/080,宝可梦/基础,无,无,无,80,斗,草,无,2,抓,斗斗,30,无
1052,ガメノデス,龟足巨铠,M3,042/080,宝可梦/1阶进化,无,无,龟脚脚,130,斗,草,无,2,[特性]石阿-姆兹,无,无,自己的番1次可以使用。自己的手牌从「基本【斗】能量」1张选择，自己的【斗】宝可梦附上。
1052,ガメノデス,龟足巨铠,M3,042/080,宝可梦/1阶进化,无,无,龟脚脚,130,斗,草,无,2,猛撞,斗斗●,80,无
1053,チゴラス,宝宝暴龙,M3,043/080,宝可梦/1阶进化,无,无,古旧颚之化石,100,斗,草,无,3,无,斗●,20×,这宝可梦放置有伤害指示物的数×20点伤害。
1054,ガチゴラス,怪颚龙,M3,044/080,宝可梦/2阶进化,无,无,宝宝暴龙,180,斗,草,无,3,[特性]特伊拉诺嘎兹,无,无,这宝可梦特殊能量卡附有的话，这宝可梦最大HP「+150」。
1054,ガチゴラス,怪颚龙,M3,044/080,宝可梦/2阶进化,无,无,宝宝暴龙,180,斗,草,无,3,无,斗●,160,反面出最多掷硬币，正面的数份，对手的牌库从上方弃牌区。
1055,ルチャブル,战斗飞鸟,M3,045/080,宝可梦/基础,无,无,无,70,斗,超,无,无,复仇踢,斗,30,自己的备战区宝可梦伤害指示物放置有的话，60点伤害追加。
1056,メガジガルデex,超级基格尔德ex,M3,046/080,宝可梦/基础,超级进化ex,无,无,310,斗,草,无,2,盖阿波动,斗斗斗,200,下一个对手的次合，这宝可梦受到招式的伤害「-30」。
1056,メガジガルデex,超级基格尔德ex,M3,046/080,宝可梦/基础,超级进化ex,无,无,310,斗,草,无,2,姆尼基斯泽洛,斗斗斗斗斗,无,对手的宝可梦全員対，各自1次各掷硬币，正面出宝可梦全員，各自150点伤害。［备战区弱点・抵抗力不计算。］
1057,ゴース,鬼斯,M3,047/080,宝可梦/基础,无,无,无,70,恶,斗,无,1,带有,恶,30,硬币1次掷反面的话，这个招式失败。
1058,ゴースト,鬼斯通,M3,048/080,宝可梦/1阶进化,无,无,鬼斯,100,恶,斗,无,1,的,恶,无,对手的战斗宝可梦，伤害指示物3个放置。
1059,ゲンガー,耿鬼,M3,049/080,宝可梦/2阶进化,无,无,鬼斯通,130,恶,斗,无,1,[特性]的,无,无,这宝可梦，对手的宝可梦从招式的伤害受【昏厥】时，弃牌区，手牌放次。（宝可梦以外的卡，全部弃牌区。）
1059,ゲンガー,耿鬼,M3,049/080,宝可梦/2阶进化,无,无,鬼斯通,130,恶,斗,无,1,玛伊恩多吉亚库,恶,10,对手的备战区宝可梦的数×30点伤害追加。
1060,スコルピ,紫天蝎,M3,050/080,宝可梦/基础,无,无,无,80,恶,斗,无,2,其中毒,恶恶,20,对手的战斗宝可梦【其中毒】。
1061,ドラピオン,龙王蝎,M3,051/080,宝可梦/1阶进化,无,无,紫天蝎,140,恶,斗,无,3,无,恶恶,60,无
1061,ドラピオン,龙王蝎,M3,051/080,宝可梦/1阶进化,无,无,紫天蝎,140,恶,斗,无,3,哈扎-多尾巴,恶恶恶,100,这宝可梦也对70点伤害。对手的战斗宝可梦【其中毒】和【麻痹】。
1062,イベルタルex,伊裴尔塔尔ex,M3,052/080,宝可梦/基础,ex,无,无,210,恶,雷,斗,1,德斯索乌鲁,恶恶●,无,剩余HP「50」以下的对手的宝可梦全員，各自【昏厥】。
1062,イベルタルex,伊裴尔塔尔ex,M3,052/080,宝可梦/基础,ex,无,无,210,恶,雷,斗,1,黑暗飞天螳螂,恶恶●,210,下一个自己的次合，这宝可梦「黑暗飞天螳螂」不能使用。
1063,パオジアン,古剑豹,M3,053/080,宝可梦/基础,无,无,无,120,恶,草,无,1,无,恶,20,可以选择，这宝可梦备战区宝可梦和互换。
1063,パオジアン,古剑豹,M3,053/080,宝可梦/基础,无,无,无,120,恶,草,无,1,拉伊吉恩古布雷-多,恶恶●,80,对手的战斗宝可梦「宝可梦【ex】」的话，80点伤害追加。
1064,メガエアームドex,超级盔甲鸟ex,M3,054/080,宝可梦/基础,超级进化ex,无,无,260,钢,雷,斗,无,索尼库利帕-,钢钢●,无,这宝可梦附有能量全部牌库也对切，对手的宝可梦1只，220点伤害。［备战区弱点・抵抗力不计算。］
1065,ヒトツキ,独剑鞘,M3,055/080,宝可梦/基础,无,无,无,70,钢,火,草,2,无,●,10,无
1066,ニダンギル,双剑鞘,M3,056/080,宝可梦/1阶进化,无,无,独剑鞘,100,钢,火,草,2,索-多乌艾波恩,●●,60×,自己的手牌从「独剑鞘」「双剑鞘」「坚盾剑怪」任意数量给对手查看，该张数×60点伤害。
1067,ギルガルド,坚盾剑怪,M3,057/080,宝可梦/2阶进化,无,无,双剑鞘,150,钢,火,草,3,无,●●●,80,无
1067,ギルガルド,坚盾剑怪,M3,057/080,宝可梦/2阶进化,无,无,双剑鞘,150,钢,火,草,3,金属劈斩,钢●●●,230,下一个自己的次合，这宝可梦招式不能使用。
1068,クレッフィ,钥圈兒,M3,058/080,宝可梦/基础,无,无,无,70,钢,火,草,1,梅莫利-岩石,钢,30,对手的战斗宝可梦带有招式1选择。下一个对手的次合，这个招式受到宝可梦，選招式不能使用。
1069,コラッタ,小拉达,M3,059/080,宝可梦/基础,无,无,无,40,无,斗,无,1,和,●,30,这宝可梦也对10点伤害。
1070,ラッタ,拉达,M3,060/080,宝可梦/1阶进化,无,无,小拉达,90,无,斗,无,1,和,●,20,伤害造成之前，对手的战斗宝可梦附有「宝可梦道具」弃牌区。
1070,ラッタ,拉达,M3,060/080,宝可梦/1阶进化,无,无,小拉达,90,无,斗,无,1,无,●,40×,自己的备战区的「小拉达」全員放置有伤害指示物的数×40点伤害。
1071,ニャースex,喵喵ex,M3,061/080,宝可梦/基础,ex,无,无,170,无,斗,无,1,[特性]的基亚奇,无,无,自己的番，从手牌将这张卡备战区放出时，1次可以使用。自己的牌库从支援者卡1张选择，给对手查看，加入手牌。然后洗牌库。这个次合，名称「的」和带有特性使用过的话，这个特性不能使用。
1071,ニャースex,喵喵ex,M3,061/080,宝可梦/基础,ex,无,无,170,无,斗,无,1,无,●●●,60,这宝可梦和，附有全部的卡，手牌放次。
1072,カビゴン,卡比兽,M3,062/080,宝可梦/基础,无,无,无,160,无,斗,无,4,无,●,无,反面出最多掷硬币，正面的数份最多，自己的牌库从基本能量卡选择，这宝可梦附上。然后洗牌库。
1072,カビゴン,卡比兽,M3,062/080,宝可梦/基础,无,无,无,160,无,斗,无,4,无,●●●●,160,这宝可梦【睡眠】。
1073,ホルビー,掘掘兔,M3,063/080,宝可梦/基础,无,无,无,70,无,斗,无,1,和,●,10,无
1074,ホルード,攉土兔,M3,064/080,宝可梦/1阶进化,无,无,掘掘兔,150,无,斗,无,4,无,●,140,自己的备战区宝可梦全員也对，各自30点伤害。［备战区弱点・抵抗力不计算。］
1074,ホルード,攉土兔,M3,064/080,宝可梦/1阶进化,无,无,掘掘兔,150,无,斗,无,4,无,●●●,100,无
1075,ヤヤコマ,小箭雀,M3,065/080,宝可梦/基础,无,无,无,60,无,雷,斗,1,和,●,无,自己的牌库从，抵抗力【斗】属性的宝可梦最多2张选择，给对手查看，加入手牌。然后洗牌库。
1075,ヤヤコマ,小箭雀,M3,065/080,宝可梦/基础,无,无,无,60,无,雷,斗,1,啄,●●,20,无
1076,トリミアン,多丽米亚,M3,066/080,宝可梦/基础,无,无,无,90,无,斗,无,1,哈恩多切,●,无,对手的手牌，正面見在5张，弃牌区。
1076,トリミアン,多丽米亚,M3,066/080,宝可梦/基础,无,无,无,90,无,斗,无,1,头锤,●,30,无
1077,ロトりぼう,洛托钓竿,PROMO,160/SV-P,物品卡,无,无,无,无,无,无,无,无,无,无,无,自己的牌库从上方4张查看，该其中从支援者卡任意选择，给对手查看，加入手牌。残的卡牌库放次并洗切。
1078,あなあけスコップ,挖洞铲,PROMO,005/M-P,物品卡,无,无,无,无,无,无,无,无,无,无,无,自己的牌库从上方2张弃牌区。
1079,ふしぎなアメ,神奇糖果,MC,655/742,物品卡,无,无,无,无,无,无,无,无,无,无,无,自己的手牌从【2阶进化】宝可梦1张选择，该宝可梦向进化自己的场上的【基础】宝可梦的，【1阶进化】和进化。（自己的最初次合、，刚放出的宝可梦对不能使用。）
1080,アンフェアスタンプ,不公印章,MC,633/742,物品卡,ACE SPEC,无,无,无,无,无,无,无,无,无,无,"这张卡，上一个对手的次合，自己的宝可梦【昏厥】如果没有不能使用。
双方玩家，各自手牌全部牌库放次并洗切。之后，自己5张，对手2张，从牌库抽牌。"
1081,改造ハンマー,改造锤,M2a,148/193,物品卡,无,无,无,无,无,无,无,无,无,无,无,对手的场上的宝可梦附有特殊能量卡1个选择，弃牌区。
1082,ハイパーアロマ,高级芳香,MC,650/742,物品卡,ACE SPEC,无,无,无,无,无,无,无,无,无,无,自己的牌库从【1阶进化】宝可梦最多3张选择，给对手查看，加入手牌。然后洗牌库。
1083,ラブラブボール,甜蜜球,SV5a,058/066,物品卡,无,无,无,无,无,无,无,无,无,无,无,自己的牌库从，对手的场上的宝可梦和相同名称的宝可梦1张选择，给对手查看，加入手牌。然后洗牌库。
1084,おとりよせボックス,订购盒,SV5K,061/071,物品卡,无,无,无,无,无,无,无,无,无,无,无,"这卡使用过，自己的番结束。
自己的牌库从物品卡最多2张选择，给对手查看，加入手牌。然后洗牌库。"
1085,覚醒のドラム,觉醒之鼓,MC,642/742,物品卡,ACE SPEC,古代,无,无,无,无,无,无,无,无,无,自己的场上的「古代」的宝可梦的数份，从牌库抽牌。
1086,なかよしポフィン,友好松饼,MC,648/742,物品卡,无,无,无,无,无,无,无,无,无,无,无,自己的牌库从，HP「70」以下的【基础】宝可梦最多2张选择，备战区放出。然后洗牌库。
1087,ハンドトリマー,手牌修剪器,MC,653/742,物品卡,无,无,无,无,无,无,无,无,无,无,无,双方玩家，各自自己的手牌5张弃牌区。（弃牌区对手从行。手牌5张以下的玩家弃牌区不。）
1088,プライムキャッチャー,王牌捕捉器,MC,656/742,物品卡,ACE SPEC,无,无,无,无,无,无,无,无,无,无,对手的备战区宝可梦1只选择，战斗宝可梦和互换。之后，自己的战斗宝可梦备战区宝可梦和互换。
